"Besuch der Accademia di Belle Arti [Florenz], 7.5.1914",1914-05-07,2121,50785
"Besuch der Accademia di Belle Arti [Florenz], 16.9.1925",1925-09-16,2121,50785
"Besuch der Albertina, 10.12.1908",1908-12-10,2121,333
"Besuch der Albertina, 5.4.1922",1922-04-05,2121,333
"Besuch der Alten Pinakothek, 4.6.1894",1894-06-04,2121,511
"Besuch der Alten Pinakothek, 29.8.1895",1895-08-29,2121,511
"Besuch der Alten Pinakothek, 3.9.1895",1895-09-03,2121,511
"Besuch der Alten Pinakothek, 8.4.1897",1897-04-08,2121,511
"Besuch der Alten Pinakothek, 9.4.1897",1897-04-09,2121,511
"Besuch der Alten Pinakothek, 15.9.1899",1899-09-15,2121,511
"Besuch der Alten Pinakothek, 4.5.1908",1908-05-04,2121,511
"Besuch der Alten Pinakothek, 23.6.1921",1921-06-23,2121,511
"Besuch der Alten Pinakothek, 22.4.1922",1922-04-22,2121,511
"Besuch des Alten Joanneums, 14.7.1898",1898-07-14,2121,200910
"Besuch von Bargello, 14.4.1901",1901-04-14,2121,231514
"Besuch von Bargello, 6.5.1914",1914-05-06,2121,231514
"Besuch des Bayerischen Armeemuseums, 23.6.1921",1921-06-23,2121,256574
"Besuch des Bayerischen Nationalmuseums, 7.5.1908",1908-05-07,2121,233217
"Besuch des Bayerischen Nationalmuseums, 11.9.1908",1908-09-11,2121,233217
"Besuch des Bayerischen Nationalmuseums, 30.8.1921",1921-08-30,2121,233217
"Besuch des Bayerischen Nationalmuseums, 2.9.1928",1928-09-02,2121,233217
"Besuch des Beethoven-Hauses, 11.3.1921",1921-03-11,2121,292500
"Besuch des Ca’ d’Oro, 1.6.1903",1903-06-01,2121,232830
"Besuch von Det Hanseatiske Museum og Schøtstuene, 11.7.1896",1896-07-11,2121,199721
"Besuch von Drottningholms Slottsteater, 21.5.1923",1923-05-21,2121,62289
"Besuch der Engelsburg, 4.4.1901",1901-04-04,2121,41949
"Besuch der Gallerie dell’Accademia, 19.9.1892",1892-09-19,2121,43220
"Besuch der Gallerie dell’Accademia, 30.5.1903",1903-05-30,2121,43220
"Besuch der Gallerie dell’Accademia, 17.5.1912",1912-05-17,2121,43220
"Besuch der Gallerie dell’Accademia, 12.9.1927",1927-09-12,2121,43220
"Besuch des Geburtshauses von Tizian, 24.8.1893",1893-08-24,2121,192810
"Besuch des Germanischen Nationalmuseums, 14.7.1895",1895-07-14,2121,199200
"Besuch des Germanischen Nationalmuseums, 18.9.1899",1899-09-18,2121,199200
"Besuch des Germanischen Nationalmuseums, 8.7.1923",1923-07-08,2121,199200
"Besuch des Gewerbemuseums, 3.12.1898",1898-12-03,2121,201129
"Besuch des Gewerbemuseums, 15.12.1900",1900-12-15,2121,201129
"Besuch des Gewerbemuseums, 5.12.1901",1901-12-05,2121,201129
"Besuch des Gewerbemuseums, 30.11.1903",1903-11-30,2121,201129
"Besuch des Gewerbemuseums, 21.6.1912",1912-06-21,2121,201129
"Besuch des Gewerbemuseums, 17.1.1928",1928-01-17,2121,201129
"Besuch des Gletschergartens Luzern, 22.8.1898",1898-08-22,2121,200959
"Besuch des Gletschergartens Luzern, 23.5.1910",1910-05-23,2121,200959
"Besuch des Gletschergartens Luzern, 24.8.1924",1924-08-24,2121,200959
"Besuch der Glyptothek, 7.6.1894",1894-06-07,2121,102
"Besuch der Glyptothek, 8.4.1897",1897-04-08,2121,102
"Besuch der Glyptothek, 6.5.1908",1908-05-06,2121,102
"Besuch des Goethehäuschens, 16.8.1906",1906-08-16,2121,238193
"Besuch von Goethes Wohnhaus, 13.8.1906",1906-08-13,2121,191
"Besuch des Grünen Gewölbes, 17.2.1906",1906-02-17,2121,237324
"Besuch des Historischen Museums Basel, 12.8.1898",1898-08-12,2121,200942
"Besuch des Hohenzollernmuseums, 14.10.1902",1902-10-14,2121,232183
"Besuch des Hunterian Museums, 2.6.1888",1888-06-02,2121,185232
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 12.12.1903",1903-12-12,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 15.12.1903",1903-12-15,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 17.12.1903",1903-12-17,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 22.12.1903",1903-12-22,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 23.12.1903",1903-12-23,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 4.1.1904",1904-01-04,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 5.1.1904",1904-01-05,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 15.1.1904",1904-01-15,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 26.1.1904",1904-01-26,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 26.2.1904",1904-02-26,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 7.3.1904",1904-03-07,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 8.3.1904",1904-03-08,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 14.3.1904",1904-03-14,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 15.3.1904",1904-03-15,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 22.3.1904",1904-03-22,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 23.3.1904",1904-03-23,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 4.4.1904",1904-04-04,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 15.4.1904",1904-04-15,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 18.4.1904",1904-04-18,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 19.4.1904",1904-04-19,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 29.4.1904",1904-04-29,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 4.6.1904",1904-06-04,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 10.6.1904",1904-06-10,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 11.6.1904",1904-06-11,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 13.6.1904",1904-06-13,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 14.6.1904",1904-06-14,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 21.6.1904",1904-06-21,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 22.6.1904",1904-06-22,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 25.10.1904",1904-10-25,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 3.2.1905",1905-02-03,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 7.2.1905",1905-02-07,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 17.2.1905",1905-02-17,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 25.2.1905",1905-02-25,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 22.4.1905",1905-04-22,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 15.2.1906",1906-02-15,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 6.3.1906",1906-03-06,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 22.3.1906",1906-03-22,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 3.4.1906",1906-04-03,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 10.4.1906",1906-04-10,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 24.4.1906",1906-04-24,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 5.5.1906",1906-05-05,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 5.6.1906",1906-06-05,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 12.6.1906",1906-06-12,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 19.6.1906",1906-06-19,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 25.9.1906",1906-09-25,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 2.10.1906",1906-10-02,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 9.10.1906",1906-10-09,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 22.10.1906",1906-10-22,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 31.10.1906",1906-10-31,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 6.11.1906",1906-11-06,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 17.11.1906",1906-11-17,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 20.11.1906",1906-11-20,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 26.11.1906",1906-11-26,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 3.12.1906",1906-12-03,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 11.12.1906",1906-12-11,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 19.12.1906",1906-12-19,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 28.12.1906",1906-12-28,2121,233517
"Besuch des Kaiserpanoramas [Wien, Schubertring 4], 7.1.1907",1907-01-07,2121,233517
